kBf=2280.15,kBr=0.046709999999999995,kcatE=5.328,kdEf=0.1958,kdEr=83.6,kdp=367.78000000000003,kdpERK=1.6211,kdpMEK=4.317950000000001,kdpR1=28.1,kdpSOS=0.037211,kdR1f=1.9012499999999999,kdR1r=22.27,kEf=116875.0,kEr=3.24,kfpBr=15.960000000000003,kfpR1r=0.10300000000000001,kG2f=3.2600000000000002,kG2r=14485.5,kG2SOSf=0.9842,kG2SOSr=424.08,kiBf=1.2877e-12,kiBr=5.382,kiR1f=1.258e-5,kiR1r=1.2760000000000002,Kmgneslow=216300.0,knfpBR1=3.52425e-12,knfpiBr=14.28,knfpiR1r=0.10787999999999999,knfpSOS=3.332e-5,kpERK=2.2619999999999997e-6,kpMEK=0.00037365,kpR1=4236.5,kR1f=0.00025652499999999996,kR1r=313.26,kRgneslow=4.3125,kRhydro=0.2439,kSoff=48.832,kSon=149.99,kSOSf=0.00048024000000000005,kSOSr=16.426
kBf=1379.35,kBr=0.14618499999999998,kcatE=64.602,kdEf=4.84605,kdEr=38.0,kdp=62.160000000000004,kdpERK=2.13005,kdpMEK=2.0951,kdpR1=241.66000000000003,kdpSOS=0.029299999999999996,kdR1f=0.7312500000000001,kdR1r=10.48,kEf=64375.0,kEr=110.16,kfpBr=33.78200000000001,kfpR1r=0.22042000000000003,kG2f=6.2592,kG2r=29470.5,kG2SOSf=1.9036499999999998,kG2SOSr=253.26999999999998,kiBf=1.4220000000000002e-13,kiBr=14.742000000000003,kiR1f=7.474000000000001e-6,kiR1r=1.1220000000000003,Kmgneslow=721000.0,knfpBR1=1.4097000000000001e-12,knfpiBr=94.35,knfpiR1r=0.16094999999999998,knfpSOS=3.2536e-5,kpERK=6.844e-6,kpMEK=0.0012560999999999998,kpR1=7557.0,kR1f=3.8064999999999996e-5,kR1r=785.4200000000001,kRgneslow=55.4875,kRhydro=0.1355,kSoff=7.412,kSon=26.885000000000005,kSOSf=0.00015732,kSOSr=8.213000000000001
kBf=4982.55,kBr=0.158295,kcatE=24.642,kdEf=4.74815,kdEr=55.480000000000004,kdp=28.490000000000002,kdpERK=3.4684,kdpMEK=3.9347,kdpR1=81.49,kdpSOS=0.028128,kdR1f=2.34,kdR1r=54.365,kEf=10000.0,kEr=136.07999999999998,kfpBr=6.384,kfpR1r=0.10094000000000002,kG2f=1.6626,kG2r=17316.0,kG2SOSf=0.4661999999999999,kG2SOSr=144.305,kiBf=1.5326000000000002e-12,kiBr=0.23400000000000004,kiR1f=2.2940000000000004e-6,kiR1r=1.4630000000000003,Kmgneslow=630875.0,knfpBR1=2.5527e-12,knfpiBr=3.06,knfpiR1r=0.13746,knfpSOS=4.3904e-5,kpERK=9.743999999999999e-6,kpMEK=0.00088245,kpR1=20839.0,kR1f=6.785499999999998e-5,kR1r=172.52,kRgneslow=17.537499999999998,kRhydro=1.8292499999999998,kSoff=71.504,kSon=222.15500000000003,kSOSf=0.00042228000000000003,kSOSr=15.853000000000002
kBf=1745.3,kBr=0.089095,kcatE=50.949,kdEf=8.811,kdEr=152.0,kdp=362.6,kdpERK=2.62015,kdpMEK=3.80695,kdpR1=250.09,kdpSOS=0.052447,kdR1f=4.92375,kdR1r=104.80000000000001,kEf=17500.0,kEr=78.83999999999999,kfpBr=0.798,kfpR1r=0.06798,kG2f=0.3912,kG2r=13819.5,kG2SOSf=2.00725,kG2SOSr=418.19000000000005,kiBf=1.4931000000000002e-12,kiBr=5.226,kiR1f=3.996e-6,kiR1r=0.22000000000000003,Kmgneslow=108150.0,knfpBR1=2.49555e-12,knfpiBr=46.41000000000001,knfpiR1r=0.01218,knfpSOS=2.1168e-5,kpERK=1.0556e-5,kpMEK=0.0010255499999999999,kpR1=10534.0,kR1f=0.00013570999999999996,kR1r=612.9000000000001,kRgneslow=56.0625,kRhydro=1.5311499999999998,kSoff=13.08,kSon=39.62,kSOSf=0.0002346,kSOSr=6.207499999999999
kBf=5629.999999999999,kBr=0.07698499999999998,kcatE=48.951,kdEf=4.06285,kdEr=48.64000000000001,kdp=222.74000000000004,kdpERK=2.4128,kdpMEK=3.2959500000000004,kdpR1=89.92,kdpSOS=0.03516,kdR1f=1.365,kdR1r=28.165,kEf=25000.0,kEr=187.92000000000002,kfpBr=28.994000000000003,kfpR1r=0.4120000000000001,kG2f=6.063600000000001,kG2r=30303.0,kG2SOSf=0.94535,kG2SOSr=565.44,kiBf=1.1534000000000001e-12,kiBr=13.104000000000001,kiR1f=8.214e-6,kiR1r=0.198,Kmgneslow=252350.0,knfpBR1=2.95275e-12,knfpiBr=17.34,knfpiR1r=0.04263,knfpSOS=6.7424e-5,kpERK=3.48e-7,kpMEK=0.0007552500000000001,kpR1=14885.0,kR1f=0.00029955499999999996,kR1r=435.84,kRgneslow=41.4,kRhydro=1.09755,kSoff=68.452,kSon=202.34500000000003,kSOSf=5.520000000000001e-5,kSOSr=15.661999999999999
kBf=2589.8,kBr=0.09774499999999998,kcatE=8.991,kdEf=5.92295,kdEr=11.399999999999999,kdp=168.35000000000002,kdpERK=3.29875,kdpMEK=2.4528,kdpR1=95.54,kdpSOS=0.053033000000000004,kdR1f=7.117500000000001,kdR1r=80.565,kEf=125000.0,kEr=149.04,kfpBr=18.354000000000003,kfpR1r=0.30282000000000003,kG2f=5.476800000000001,kG2r=999.0,kG2SOSf=0.58275,kG2SOSr=88.35,kiBf=1.501e-13,kiBr=13.884000000000002,kiR1f=4.6620000000000004e-6,kiR1r=1.8480000000000003,Kmgneslow=118965.0,knfpBR1=2.11455e-12,knfpiBr=100.47000000000001,knfpiR1r=0.09309,knfpSOS=6.663999999999999e-6,kpERK=7.888e-6,kpMEK=0.0011368499999999998,kpR1=1145.0,kR1f=0.000124125,kR1r=635.6,kRgneslow=11.5,kRhydro=1.1653,kSoff=21.364,kSon=244.79500000000002,kSOSf=9.936000000000001e-5,kSOSr=5.347999999999999
kBf=3209.1000000000004,kBr=0.10120499999999998,kcatE=39.294,kdEf=7.68515,kdEr=45.6,kdp=261.59000000000003,kdpERK=2.9406,kdpMEK=0.07665000000000001,kdpR1=68.845,kdpSOS=0.047173,kdR1f=8.4825,kdR1r=129.69,kEf=57500.0,kEr=117.72,kfpBr=19.950000000000003,kfpR1r=0.15038,kG2f=4.694400000000001,kG2r=18315.0,kG2SOSf=0.5957,kG2SOSr=194.37,kiBf=1.2798e-12,kiBr=4.68,kiR1f=1.2358000000000001e-5,kiR1r=2.112,Kmgneslow=349685.0,knfpBR1=8.763e-13,knfpiBr=88.74000000000001,knfpiR1r=0.05133,knfpSOS=5.096e-6,kpERK=2.2039999999999996e-6,kpMEK=0.0011288999999999997,kpR1=5038.0,kR1f=0.00023335499999999995,kR1r=108.96,kRgneslow=43.7,kRhydro=0.55555,kSoff=35.316,kSon=70.75,kSOSf=0.00045816000000000005,kSOSr=13.561
kBf=4504.0,kBr=0.12023499999999997,kcatE=21.645,kdEf=3.18175,kdEr=133.76,kdp=305.62,kdpERK=3.6003499999999997,kdpMEK=4.7012,kdpR1=209.345,kdpSOS=0.010254999999999998,kdR1f=3.55875,kdR1r=9.825000000000001,kEf=101250.0,kEr=211.67999999999998,kfpBr=3.724,kfpR1r=0.24926,kG2f=1.5974,kG2r=7326.0,kG2SOSf=1.5280999999999998,kG2SOSr=356.34499999999997,kiBf=7.110000000000001e-14,kiBr=11.544,kiR1f=3.3300000000000003e-6,kiR1r=0.12100000000000002,Kmgneslow=273980.0,knfpBR1=1.00965e-12,knfpiBr=50.49,knfpiR1r=0.12267000000000002,knfpSOS=3.5672e-5,kpERK=5.452e-6,kpMEK=0.0004134,kpR1=3435.0,kR1f=1.324e-5,kR1r=671.9200000000001,kRgneslow=16.9625,kRhydro=1.4092,kSoff=73.248,kSon=168.38500000000002,kSOSf=0.0005105999999999999,kSOSr=6.7805
kBf=816.3499999999999,kBr=0.03633,kcatE=30.303,kdEf=5.9719,kdEr=79.03999999999999,kdp=510.2300000000001,kdpERK=3.56265,kdpMEK=1.6607500000000002,kdpR1=167.195,kdpSOS=0.021682,kdR1f=7.3125,kdR1r=25.544999999999998,kEf=110625.0,kEr=104.75999999999999,kfpBr=14.364000000000003,kfpR1r=0.29458,kG2f=3.1622,kG2r=13486.5,kG2SOSf=0.42734999999999995,kG2SOSr=23.56,kiBf=7.742000000000001e-13,kiBr=5.85,kiR1f=4.958000000000001e-6,kiR1r=1.1110000000000002,Kmgneslow=454230.0,knfpBR1=3.4290000000000003e-13,knfpiBr=6.629999999999999,knfpiR1r=0.1131,knfpSOS=7.5656e-5,kpERK=9.627999999999998e-6,kpMEK=0.0014946,kpR1=6870.0,kR1f=0.00017708499999999995,kR1r=853.52,kRgneslow=11.212499999999999,kRhydro=1.69375,kSoff=72.812,kSon=73.58,kSOSf=3.864e-5,kSOSr=5.443499999999999
kBf=1294.8999999999999,kBr=0.15397,kcatE=3.3299999999999996,kdEf=8.2236,kdEr=36.480000000000004,kdp=12.95,kdpERK=0.6786,kdpMEK=4.7523,kdpR1=11.24,kdpSOS=0.030471999999999996,kdR1f=6.3862499999999995,kdR1r=98.25,kEf=69375.0,kEr=79.91999999999999,kfpBr=43.890000000000015,kfpR1r=0.34402000000000005,kG2f=3.5208000000000004,kG2r=28971.0,kG2SOSf=1.7352999999999998,kG2SOSr=117.8,kiBf=1.2719000000000003e-12,kiBr=7.800000000000001,kiR1f=9.250000000000001e-6,kiR1r=0.8910000000000002,Kmgneslow=425390.0,knfpBR1=2.8384500000000003e-12,knfpiBr=22.950000000000003,knfpiR1r=0.00435,knfpSOS=4.115999999999999e-5,kpERK=1.16e-6,kpMEK=0.00050085,kpR1=14770.5,kR1f=6.619999999999998e-5,kR1r=408.59999999999997,kRgneslow=10.6375,kRhydro=0.0813,kSoff=60.168,kSon=84.9,kSOSf=0.00036983999999999997,kSOSr=17.762999999999998
kBf=1210.4499999999998,kBr=0.13147999999999999,kcatE=48.285,kdEf=8.46835,kdEr=104.11999999999999,kdp=271.95000000000005,kdpERK=0.9990499999999999,kdpMEK=2.58055,kdpR1=25.29,kdpSOS=0.029006999999999995,kdR1f=7.361250000000001,kdR1r=45.195,kEf=98750.0,kEr=184.67999999999998,kfpBr=27.132000000000005,kfpR1r=0.12360000000000002,kG2f=2.2168,kG2r=12487.5,kG2SOSf=1.6317,kG2SOSr=347.50999999999993,kiBf=6.083000000000001e-13,kiBr=4.914,kiR1f=7.1780000000000006e-6,kiR1r=1.5950000000000004,Kmgneslow=663320.0,knfpBR1=3.71475e-12,knfpiBr=71.91,knfpiR1r=0.06438,knfpSOS=2.5872e-5,kpERK=9.28e-6,kpMEK=0.0014230499999999997,kpR1=3778.5,kR1f=9.598999999999998e-5,kR1r=726.4,kRgneslow=22.712499999999995,kRhydro=1.12465,kSoff=23.544000000000004,kSon=161.31000000000003,kSOSf=0.00020976,kSOSr=4.8705
kBf=197.05,kBr=0.07957999999999998,kcatE=10.323,kdEf=1.51745,kdEr=18.24,kdp=124.32,kdpERK=1.7719,kdpMEK=0.3577,kdpR1=162.98,kdpSOS=0.025491,kdR1f=0.5850000000000001,kdR1r=28.819999999999997,kEf=58125.0,kEr=147.96,kfpBr=40.432,kfpR1r=0.28428000000000003,kG2f=3.3578000000000006,kG2r=32134.5,kG2SOSf=0.45324999999999993,kG2SOSr=341.62,kiBf=1.2245e-12,kiBr=3.5100000000000002,kiR1f=1.184e-5,kiR1r=0.5280000000000001,Kmgneslow=367710.0,knfpBR1=3.5433e-12,knfpiBr=40.800000000000004,knfpiR1r=0.12006,knfpSOS=5.9192e-5,kpERK=3.421999999999999e-6,kpMEK=0.00059625,kpR1=14083.5,kR1f=9.929999999999999e-5,kR1r=167.98,kRgneslow=2.0125,kRhydro=2.71,kSoff=24.852,kSon=215.08,kSOSf=8.004000000000001e-5,kSOSr=9.168000000000001
kBf=281.5,kBr=0.08044499999999999,kcatE=15.984,kdEf=6.4614,kdEr=19.759999999999998,kdp=344.4700000000001,kdpERK=1.14985,kdpMEK=4.72675,kdpR1=33.72,kdpSOS=0.014649999999999998,kdR1f=8.6775,kdR1r=62.88,kEf=88125.0,kEr=15.12,kfpBr=34.58,kfpR1r=0.35432,kG2f=4.2054,kG2r=31302.0,kG2SOSf=0.32375,kG2SOSr=394.63,kiBf=1.1060000000000001e-12,kiBr=2.184,kiR1f=1.0804e-5,kiR1r=1.177,Kmgneslow=32445.0,knfpBR1=1.88595e-12,knfpiBr=7.65,knfpiR1r=0.12614999999999998,knfpSOS=6.272e-6,kpERK=9.975999999999999e-6,kpMEK=0.0011447999999999999,kpR1=17747.5,kR1f=0.000319415,kR1r=472.15999999999997,kRgneslow=0.8625,kRhydro=2.45255,kSoff=52.32,kSon=120.275,kSOSf=0.00027048,kSOSr=7.066999999999999
kBf=2758.7,kBr=0.16348499999999996,kcatE=44.622,kdEf=9.1047,kdEr=142.12,kdp=287.49,kdpERK=3.03485,kdpMEK=2.7083000000000004,kdpR1=133.475,kdpSOS=0.03223,kdR1f=7.06875,kdR1r=93.00999999999999,kEf=53125.0,kEr=210.60000000000002,kfpBr=21.812,kfpR1r=0.15656000000000003,kG2f=0.9128000000000001,kG2r=20479.5,kG2SOSf=0.7769999999999999,kG2SOSr=182.58999999999997,kiBf=1.2403e-12,kiBr=13.572000000000001,kiR1f=4.44e-7,kiR1r=0.7700000000000001,Kmgneslow=46865.0,knfpBR1=3.6195000000000005e-12,knfpiBr=75.47999999999999,knfpiR1r=0.04002,knfpSOS=7.643999999999999e-5,kpERK=5.916e-6,kpMEK=0.0004929,kpR1=21182.5,kR1f=0.00028796999999999997,kR1r=753.6400000000001,kRgneslow=20.7,kRhydro=0.32520000000000004,kSoff=87.2,kSon=280.16999999999996,kSOSf=6.624e-5,kSOSr=16.330499999999997
kBf=112.6,kBr=0.09601499999999998,kcatE=37.629,kdEf=5.7761,kdEr=41.04,kdp=468.7900000000001,kdpERK=1.97925,kdpMEK=3.85805,kdpR1=130.665,kdpSOS=0.008204,kdR1f=8.14125,kdR1r=127.725,kEf=73125.0,kEr=86.4,kfpBr=20.216000000000005,kfpR1r=0.38316,kG2f=2.1842,kG2r=11322.0,kG2SOSf=0.22015,kG2SOSr=226.765,kiBf=1.3351000000000002e-12,kiBr=10.14,kiR1f=4.070000000000001e-6,kiR1r=1.9690000000000005,Kmgneslow=616455.0,knfpBR1=1.08585e-12,knfpiBr=8.67,knfpiR1r=0.10614,knfpSOS=7.6048e-5,kpERK=1.0614e-5,kpMEK=0.00067575,kpR1=20953.5,kR1f=0.00013405499999999998,kR1r=721.86,kRgneslow=47.150000000000006,kRhydro=2.37125,kSoff=21.800000000000004,kSon=106.125,kSOSf=0.00040847999999999997,kSOSr=0.4775
kBf=1660.8499999999997,kBr=0.01038,kcatE=54.611999999999995,kdEf=0.8811,kdEr=113.23999999999998,kdp=323.75000000000006,kdpERK=3.4307,kdpMEK=0.9198000000000001,kdpR1=127.855,kdpSOS=0.053912,kdR1f=6.77625,kdR1r=108.73,kEf=111250.0,kEr=105.83999999999999,kfpBr=33.516000000000005,kfpR1r=0.15244000000000002,kG2f=3.7816,kG2r=20646.0,kG2SOSf=1.6576,kG2SOSr=209.09500000000003,kiBf=4.582000000000001e-13,kiBr=1.17,kiR1f=6.808e-6,kiR1r=0.3410000000000001,Kmgneslow=515515.0,knfpBR1=2.5146000000000002e-12,knfpiBr=31.62,knfpiR1r=0.06525,knfpSOS=5.6056e-5,kpERK=7.54e-6,kpMEK=0.00097785,kpR1=4694.5,kR1f=5.461499999999999e-5,kR1r=136.2,kRgneslow=37.95,kRhydro=0.48780000000000007,kSoff=2.1800000000000006,kSon=182.53500000000003,kSOSf=0.00011868000000000001,kSOSr=19.004499999999997
kBf=1126.0,kBr=0.07265999999999999,kcatE=35.964,kdEf=5.874,kdEr=62.32,kdp=253.82000000000002,kdpERK=3.0537,kdpMEK=0.7409500000000001,kdpR1=132.07,kdpSOS=0.045122,kdR1f=5.07,kdR1r=92.355,kEf=114375.0,kEr=145.8,kfpBr=46.018,kfpR1r=0.19776000000000005,kG2f=0.13040000000000002,kG2r=28638.0,kG2SOSf=2.24035,kG2SOSr=303.335,kiBf=4.977e-13,kiBr=1.56,kiR1f=9.842e-6,kiR1r=0.6160000000000001,Kmgneslow=212695.0,knfpBR1=3.2385000000000003e-13,knfpiBr=8.16,knfpiR1r=0.09744,knfpSOS=7.84e-6,kpERK=1.0672e-5,kpMEK=0.00134355,kpR1=20266.5,kR1f=0.00027472999999999994,kR1r=871.68,kRgneslow=41.1125,kRhydro=1.7614999999999998,kSoff=26.16,kSon=164.14000000000001,kSOSf=0.00018767999999999996,kSOSr=14.611500000000001
kBf=4644.75,kBr=0.073525,kcatE=36.962999999999994,kdEf=3.916,kdEr=26.599999999999994,kdp=409.2200000000001,kdpERK=2.01695,kdpMEK=4.4457,kdpR1=94.13499999999999,kdpSOS=0.023733,kdR1f=5.02125,kdR1r=30.129999999999995,kEf=21250.0,kEr=127.43999999999998,kfpBr=18.886000000000003,kfpR1r=0.31724,kG2f=0.09780000000000001,kG2r=25807.5,kG2SOSf=0.9064999999999999,kG2SOSr=91.29499999999999,kiBf=3.002e-13,kiBr=1.9500000000000002,kiR1f=3.7000000000000006e-7,kiR1r=0.8800000000000002,Kmgneslow=331660.0,knfpBR1=3.75285e-12,knfpiBr=82.11,knfpiR1r=0.05568,knfpSOS=1.568e-6,kpERK=6.495999999999999e-6,kpMEK=0.0012083999999999999,kpR1=11221.0,kR1f=0.00020190999999999994,kR1r=908.0000000000001,kRgneslow=52.325,kRhydro=1.20595,kSoff=75.864,kSon=135.84000000000003,kSOSf=0.00040296000000000006,kSOSr=2.7694999999999994
kBf=1041.55,kBr=0.10033999999999997,kcatE=53.61299999999999,kdEf=8.66415,kdEr=16.72,kdp=375.55000000000007,kdpERK=2.9029000000000003,kdpMEK=1.1753,kdpR1=237.44500000000002,kdpSOS=0.005273999999999999,kdR1f=4.7775,kdR1r=27.51,kEf=91875.0,kEr=28.08,kfpBr=12.768,kfpR1r=0.14008,kG2f=6.5200000000000005,kG2r=24142.5,kG2SOSf=1.77415,kG2SOSr=164.92000000000002,kiBf=4.819e-13,kiBr=12.402000000000001,kiR1f=1.0286e-5,kiR1r=1.3310000000000004,Kmgneslow=234325.0,knfpBR1=3.02895e-12,knfpiBr=30.090000000000003,knfpiR1r=0.11745,knfpSOS=7.330399999999999e-5,kpERK=7.597999999999999e-6,kpMEK=0.0004452,kpR1=2519.0,kR1f=8.771499999999998e-5,kR1r=331.41999999999996,kRgneslow=18.687499999999996,kRhydro=2.1273500000000003,kSoff=70.63199999999999,kSon=35.375,kSOSf=8.28e-5,kSOSr=5.156999999999999
kBf=4954.4,kBr=0.13926499999999997,kcatE=25.308,kdEf=8.56625,kdEr=141.36,kdp=380.7300000000001,kdpERK=1.37605,kdpMEK=4.57345,kdpR1=244.47,kdpSOS=0.044243000000000005,kdR1f=4.29,kdR1r=2.62,kEf=93125.0,kEr=57.239999999999995,kfpBr=24.472000000000005,kfpR1r=0.22454000000000002,kG2f=4.987800000000001,kG2r=14652.0,kG2SOSf=0.8805999999999999,kG2SOSr=323.95,kiBf=2.0540000000000001e-13,kiBr=11.466000000000001,kiR1f=6.660000000000001e-7,kiR1r=1.8920000000000003,Kmgneslow=68495.0,knfpBR1=1.2763500000000001e-12,knfpiBr=76.5,knfpiR1r=0.04785,knfpSOS=5.8015999999999995e-5,kpERK=9.047999999999999e-6,kpMEK=0.0008585999999999999,kpR1=13053.0,kR1f=0.00011584999999999998,kR1r=381.36,kRgneslow=25.0125,kRhydro=1.4363000000000001,kSoff=25.288,kSon=270.265,kSOSf=0.00043608000000000004,kSOSr=8.4995
kBf=1717.1499999999999,kBr=0.12369499999999999,kcatE=19.647,kdEf=7.0488,kdEr=47.879999999999995,kdp=98.42000000000002,kdpERK=0.20735,kdpMEK=4.599,kdpR1=151.74,kdpSOS=0.046880000000000005,kdR1f=4.72875,kdR1r=91.7,kEf=25625.0,kEr=9.72,kfpBr=46.816,kfpR1r=0.33990000000000004,kG2f=2.3146,kG2r=11821.5,kG2SOSf=1.30795,kG2SOSr=147.25,kiBf=9.559000000000002e-13,kiBr=5.304,kiR1f=1.4208e-5,kiR1r=1.7600000000000005,Kmgneslow=706580.0,knfpBR1=8.953500000000001e-13,knfpiBr=11.22,knfpiR1r=0.16877999999999999,knfpSOS=2.0776000000000002e-5,kpERK=2.32e-6,kpMEK=0.0011686499999999998,kpR1=6183.0,kR1f=6.288999999999999e-5,kR1r=376.81999999999994,kRgneslow=30.474999999999998,kRhydro=1.6802,kSoff=18.311999999999998,kSon=171.21500000000003,kSOSf=5.2440000000000006e-5,kSOSr=3.8199999999999994
kBf=1013.3999999999999,kBr=0.038924999999999994,kcatE=47.95199999999999,kdEf=7.929899999999999,kdEr=87.39999999999999,kdp=414.4000000000001,kdpERK=0.84825,kdpMEK=4.9056,kdpR1=137.69,kdpSOS=0.058307,kdR1f=0.63375,kdR1r=13.755,kEf=13125.0,kEr=126.36000000000001,kfpBr=23.674000000000003,kfpR1r=0.14420000000000002,kG2f=1.2062,kG2r=23643.0,kG2SOSf=0.6863499999999999,kG2SOSr=247.38,kiBf=5.688000000000001e-13,kiBr=4.134,kiR1f=1.0656000000000001e-5,kiR1r=2.156,Kmgneslow=21630.0,knfpBR1=1.80975e-12,knfpiBr=5.1,knfpiR1r=0.14528999999999997,knfpSOS=1.96e-6,kpERK=7.772e-6,kpMEK=0.000954,kpR1=7900.5,kR1f=1.4894999999999999e-5,kR1r=413.13999999999993,kRgneslow=22.999999999999996,kRhydro=1.5447,kSoff=22.236,kSon=275.925,kSOSf=0.00011040000000000001,kSOSr=13.370000000000001
kBf=2111.25,kBr=0.14359,kcatE=4.329,kdEf=7.4404,kdEr=65.36,kdp=404.0400000000001,kdpERK=0.35815,kdpMEK=4.3946000000000005,kdpR1=170.005,kdpSOS=0.016114999999999997,kdR1f=8.23875,kdR1r=89.73500000000001,kEf=66250.0,kEr=132.84,kfpBr=2.128,kfpR1r=0.16068000000000002,kG2f=1.1736,kG2r=4329.0,kG2SOSf=1.64465,kG2SOSr=153.14,kiBf=7.189e-13,kiBr=10.530000000000001,kiR1f=9.102e-6,kiR1r=2.2,Kmgneslow=602035.0,knfpBR1=2.6670000000000002e-12,knfpiBr=62.730000000000004,knfpiR1r=0.05045999999999999,knfpSOS=3.6456e-5,kpERK=8.409999999999999e-6,kpMEK=0.0014150999999999999,kpR1=6526.5,kR1f=0.00030121,kR1r=694.62,kRgneslow=5.175,kRhydro=1.2736999999999998,kSoff=49.267999999999994,kSon=59.43000000000001,kSOSf=0.00031464,kSOSr=3.4379999999999997
kBf=5320.35,kBr=0.14705,kcatE=7.659000000000001,kdEf=4.6992,kdEr=12.919999999999998,kdp=315.9800000000001,kdpERK=0.09425,kdpMEK=4.9822500000000005,kdpR1=14.05,kdpSOS=0.050689000000000005,kdR1f=0.39,kdR1r=45.85,kEf=9375.0,kEr=83.16,kfpBr=38.836,kfpR1r=0.26368,kG2f=2.1516,kG2r=20313.0,kG2SOSf=0.89355,kG2SOSr=421.13499999999993,kiBf=1.0112000000000002e-12,kiBr=9.282000000000002,kiR1f=9.028e-6,kiR1r=1.8040000000000003,Kmgneslow=28840.0,knfpBR1=3.06705e-12,knfpiBr=60.18000000000001,knfpiR1r=0.11223,knfpSOS=1.8424000000000002e-5,kpERK=5.277999999999999e-6,kpMEK=0.00035774999999999994,kpR1=2175.5,kR1f=0.00011750499999999998,kR1r=68.1,kRgneslow=27.312499999999996,kRhydro=0.9620500000000001,kSoff=10.9,kSon=256.115,kSOSf=0.00020148,kSOSr=9.454500000000001
kBf=4391.4,kBr=0.019894999999999996,kcatE=41.62499999999999,kdEf=7.5383000000000004,kdEr=58.52,kdp=284.90000000000003,kdpERK=3.48725,kdpMEK=2.9638,kdpR1=278.19,kdpSOS=0.050396,kdR1f=4.143750000000001,kdR1r=11.790000000000001,kEf=124375.0,kEr=206.28,kfpBr=16.492000000000004,kfpR1r=0.03296,kG2f=1.304,kG2r=29970.0,kG2SOSf=1.4504,kG2SOSr=533.045,kiBf=9.480000000000001e-14,kiBr=3.1980000000000004,kiR1f=1.0434000000000002e-5,kiR1r=0.044000000000000004,Kmgneslow=692160.0,knfpBR1=1.12395e-12,knfpiBr=68.85,knfpiR1r=0.04872,knfpSOS=6.468e-5,kpERK=8.642e-6,kpMEK=0.00145485,kpR1=2404.5,kR1f=0.00023169999999999997,kR1r=31.779999999999994,kRgneslow=9.774999999999999,kRhydro=1.6530999999999998,kSoff=44.036,kSon=165.55500000000004,kSOSf=0.00049404,kSOSr=4.393
kBf=1970.4999999999998,kBr=0.08390499999999998,kcatE=4.662,kdEf=5.13975,kdEr=130.72,kdp=225.33000000000004,kdpERK=2.46935,kdpMEK=1.4308,kdpR1=191.07999999999998,kdpSOS=0.054498000000000005,kdR1f=6.63,kdR1r=49.78,kEf=16875.0,kEr=34.56,kfpBr=36.974000000000004,kfpR1r=0.10506,kG2f=6.4548000000000005,kG2r=4995.0,kG2SOSf=0.71225,kG2SOSr=44.175000000000004,kiBf=6.557e-13,kiBr=3.7440000000000007,kiR1f=7.548e-6,kiR1r=1.7710000000000004,Kmgneslow=598430.0,knfpBR1=2.41935e-12,knfpiBr=37.230000000000004,knfpiR1r=0.033929999999999995,knfpSOS=4.4687999999999996e-5,kpERK=8.294e-6,kpMEK=0.00143895,kpR1=16602.5,kR1f=0.00015556999999999998,kR1r=118.03999999999999,kRgneslow=41.974999999999994,kRhydro=2.439,kSoff=51.01200000000001,kSon=49.525,kSOSf=7.176e-5,kSOSr=7.926499999999999
kBf=1097.85,kBr=0.144455,kcatE=56.61,kdEf=0.979,kdEr=94.99999999999999,kdp=150.22000000000003,kdpERK=1.3949,kdpMEK=1.5841,kdpR1=185.45999999999998,kdpSOS=0.046294,kdR1f=7.7025,kdR1r=57.64,kEf=103750.0,kEr=164.16,kfpBr=53.2,kfpR1r=0.20806000000000005,kG2f=3.1948000000000003,kG2r=16816.5,kG2SOSf=1.80005,kG2SOSr=374.015,kiBf=8.611000000000001e-13,kiBr=9.126000000000001,kiR1f=3.6260000000000005e-6,kiR1r=1.243,Kmgneslow=428995.0,knfpBR1=2.0574e-12,knfpiBr=48.45000000000001,knfpiR1r=0.00522,knfpSOS=5.292e-5,kpERK=5.974e-6,kpMEK=0.0001749,kpR1=3206.0,kR1f=0.00030948499999999997,kR1r=830.8199999999999,kRgneslow=55.2,kRhydro=2.0867,kSoff=13.952,kSon=80.655,kSOSf=0.00025668,kSOSr=4.010999999999999
kBf=2449.05,kBr=0.03979,kcatE=51.94799999999999,kdEf=5.82505,kdEr=13.679999999999998,kdp=427.35,kdpERK=3.11025,kdpMEK=4.1391,kdpR1=21.075000000000003,kdpSOS=0.058013999999999996,kdR1f=4.04625,kdR1r=36.68000000000001,kEf=100000.0,kEr=41.03999999999999,kfpBr=39.634,kfpR1r=0.31106,kG2f=4.8574,kG2r=7659.0,kG2SOSf=0.50505,kG2SOSr=206.15000000000003,kiBf=3.1600000000000005e-14,kiBr=10.296000000000001,kiR1f=1.2506e-5,kiR1r=0.46200000000000013,Kmgneslow=176645.0,knfpBR1=9.525e-13,knfpiBr=95.88000000000001,knfpiR1r=0.06351,knfpSOS=6.5072e-5,kpERK=3.2479999999999996e-6,kpMEK=0.0009937499999999998,kpR1=10877.5,kR1f=0.00029128,kR1r=576.58,kRgneslow=27.599999999999998,kRhydro=0.5962000000000001,kSoff=77.608,kSon=192.44,kSOSf=0.000138,kSOSr=11.078
